Location,Latitude,Longitude,Country,County,Reported Location,Crash ID,Crash Date,Year,Month,Crash Time,Quarter of the day,Crash Type,Severity,Pedestrians,Pedestrian Casualties
"-35.299526, 149.116689",-35.299526,149.116689,"Snapper on the lake, Australian Capital Territory, Mariner Place, Yarralumla 2600, Australia", Yarralumla 2600,MARINER PLACE (ALEXANDRINA -> ALEXANDRINA),1210259,03/06/2019,2019,June,12:05,Afternoon,Struck pedestrian (Off Road),Fatal,1,1
"-35.187071, 149.143929",-35.187071,149.143929,"Australian Capital Territory, Manning Clark Crescent, Gungahlin 2912, Australia", Gungahlin 2912,FLEMINGTON RD/MANNING CLARK INTERSECTION,1155345,10/11/2016,2016,November,13:47,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.240594, 149.136989",-35.240594,149.136989,"Australian Capital Territory, Barton Highway, Lyneham 2602, Australia", Lyneham 2602,BARTON/FEDERAL/NORTHBOURNE INTERSECTION,1121615,30/09/2015,2015,September,16:45,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.29739, 149.186962",-35.29739,149.186962,"Australian Capital Territory, Majura Road, Canberra 2609, Australia", Canberra 2609,MAJURA/SPITFIRE/MEDDHUNG INTERSECTION,1125334,20/11/2015,2015,November,11:15,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.16971, 149.133623",-35.16971,149.133623,"Katherine Avenue after Tarrabool Street, Australian Capital Territory, Katherine Avenue, Amaroo 2914, Australia", Amaroo 2914,KATHERINE AVENUE (PROSERPINE / TARRABOOL -> CLARENDON),1231995,20/08/2020,2020,August,19:30,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.277633, 149.131851",-35.277633,149.131851,"WILMA, Australian Capital Territory, Bunda Street, City 2601, Australia", City 2601,BUNDA STREET (GENGE -> MURULLA),1130243,17/01/2015,2015,January,02:00,Night,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.38437, 149.065661",-35.38437,149.065661,"Australian Capital Territory, Gallagher Street, Kambah 2902, Australia", Kambah 2902,GALLAGHER/SHOLL INTERSECTION,1131082,22/03/2016,2016,March,20:56,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.454599, 149.089865",-35.454599,149.089865,"Australian Capital Territory, Sid Barnes Crescent, Gordon 2906, Australia", Gordon 2906,SID BARNES CRESCENT (JEROME -> LEWIS LUXTON),1094984,10/09/2014,2014,September,07:50,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.264235, 149.121875",-35.264235,149.121875,"Macpherson Street O'Connor Shops, Australian Capital Territory, Macpherson Street, O'Connor 2602, Australia", O'Connor 2602,MACPHERSON STREET (BLUEBELL -> SARGOOD),1157245,23/03/2017,2017,March,17:50,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.345953, 149.084185",-35.345953,149.084185,"Australian Capital Territory, 32 Corinna Street, Phillip 2606, Australia", Phillip 2606,CORINNA STREET (CORINNA -> BREWER),1056959,20/11/2012,2012,November,17:22,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.279713, 149.130219",-35.279713,149.130219,"Australian Capital Territory, East Row, City 2601, Australia", City 2601,LONDON CIRCUIT (EAST -> VERITY),1119120,12/09/2015,2015,September,02:30,Night,Struck pedestrian (On Road),Injury,1,1
"-35.277014, 149.126549",-35.277014,149.126549,"Australian Capital Territory, Marcus Clarke Street, City 2601, Australia", City 2601,MARCUS CLARKE STREET (ALINGA -> RUDD/RIMMER),1117117,07/08/2015,2015,August,17:15,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.209891, 149.093231",-35.209891,149.093231,"Chuculba Crescent between Centaurus Street, Australian Capital Territory, Chuculba Crescent, Giralang 2617, Australia", Giralang 2617,CHUCULBA CRESCENT (CENTAURUS -> CENTAURUS),1086268,07/05/2014,2014,May,08:05,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.32764, 149.082414",-35.32764,149.082414,"Australian Capital Territory, Theodore Street, Curtin 2605, Australia", Curtin 2605,THEODORE STREET (DAWSON -> THEODORE),1080009,07/02/2014,2014,February,15:30,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.224732, 149.043587",-35.224732,149.043587,"Krefft Street opposite Barnard Circuit, Australian Capital Territory, Krefft Street, Florey 2615, Australia", Florey 2615,KREFFT STREET (BARNARD -> EDDY),1094802,02/09/2014,2014,September,09:10,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.168867, 149.106279",-35.168867,149.106279,"Australian Capital Territory, Taylor Street, Ngunnawal 2913, Australia", Ngunnawal 2913,TAYLOR STREET (WARRUMBUL -> TAYLOR),1057071,12/09/2012,2012,September,15:00,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.190744, 149.024855",-35.190744,149.024855,"Australian Capital Territory, Marchant Circuit, Dunlop 2615, Australia", Dunlop 2615,MARCHANT/MARCHANT/MARCHANT INTERSECTION,1039979,15/07/2012,2012,July,21:37,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.339932, 149.082363",-35.339932,149.082363,"Australian Capital Territory, Launceston Street, Lyons 2606, Australia", Lyons 2606,LAUNCESTON/MELROSE INTERSECTION,1141453,15/08/2016,2016,August,08:25,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.275607, 149.1297",-35.275607,149.1297,"Australian Capital Territory, Barry Drive, Turner 2612, Australia", Turner 2612,BARRY/COOYONG/NORTHBOURNE INTERSECTION,1122956,16/10/2015,2015,October,14:40,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.277054, 149.129466",-35.277054,149.129466,"Australian Capital Territory, C8, City 2601, Australia", City 2601,BUNDA/NORTHBOURNE/RUDD INTERSECTION,1032496,03/04/2012,2012,April,16:45,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.224796, 149.111025",-35.224796,149.111025,"Australian Capital Territory, Maribyrnong Avenue, Kaleen 2617, Australia", Kaleen 2617,ASHBURTON/MARIBYRNONG INTERSECTION,1028427,14/02/2012,2012,February,08:50,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.298037, 149.129249",-35.298037,149.129249,"King Edward Terrace Treasury Building, Australian Capital Territory, King Edward Terrace, Parkes 2600, Australia", Parkes 2600,KING EDWARD TERRACE (PARKES -> COMMSFLYNERM / FLYNN / KINGWCOMMSRM / LANGTON),1099468,21/11/2014,2014,November,08:20,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.278296, 149.130667",-35.278296,149.130667,"City Bus Station, Australian Capital Territory, Alinga Street, City 2601, Australia", City 2601,MORT STREET (ALINGA / CITY / EAST -> BUNDA),1130092,15/04/2015,2015,April,15:30,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.184465, 149.084288",-35.184465,149.084288,"McClelland Avenue after Fowler Street, Australian Capital Territory, McClelland Avenue, Nicholls 2913, Australia", Nicholls 2913,MCCLELLAND AVENUE (MORIARTY -> AYERS FOWLER / FLEETWOOD SMITH),1143322,09/09/2016,2016,September,18:30,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.314562, 149.146383",-35.314562,149.146383,"Australian Capital Territory, Eyre Street, Kingston 2604, Australia", Kingston 2604,EYRE STREET (EASTLAKE -> PRINTERS),1201206,07/02/2019,2019,February,14:30,Afternoon,Struck pedestrian (Off Road),Property Damage Only,1,0
"-35.321053, 149.133541",-35.321053,149.133541,"Gelatissimo, Manuka Shops, Australian Capital Territory, Flinders Way, Griffith 2603, Australia", Griffith 2603,FLINDERS WAY (PALMERSTON -> BOUGAINVILLE),1065346,24/06/2013,2013,June,12:40,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.277124, 149.129354",-35.277124,149.129354,"Australian Capital Territory, unnamed road, City 2601, Australia", City 2601,BUNDA/NORTHBOURNE/RUDD INTERSECTION,1080015,10/02/2014,2014,February,15:20,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.281751, 149.123662",-35.281751,149.123662,"Australian Capital Territory, Marcus Clarke Street, City 2601, Australia", City 2601,ELLERY/MARCUS CLARKE INTERSECTION,1119969,22/09/2015,2015,September,16:00,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.218239, 149.130851",-35.218239,149.130851,"Australian Capital Territory, unnamed road, Mitchell 2911, Australia", Mitchell 2911,GUNGAHLIN/SANDFORD INTERSECTION,1202032,26/02/2019,2019,February,13:09,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.185095, 149.132351",-35.185095,149.132351,"Australian Capital Territory, unnamed road, Gungahlin 2912, Australia", Gungahlin 2912,GOZZARD/HIBBERSON INTERSECTION,1136705,09/06/2016,2016,June,18:00,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.189396, 149.021587",-35.189396,149.021587,"Australian Capital Territory, Kerrigan Street, Dunlop 2615, Australia", Dunlop 2615,KERRIGAN STREET (DOUGLAS WATERHOUSE -> PERCY BEGG),1039639,12/05/2012,2012,May,18:40,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.280731, 149.138266",-35.280731,149.138266,"St Peters Memorial, Australian Capital Territory, Boolee Street, Reid 2612, Australia", Reid 2612,BOOLEE/CURRONG INTERSECTION,1065713,25/06/2013,2013,June,15:03,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.242254, 149.089359",-35.242254,149.089359,"College Street Radford College, Australian Capital Territory, College Street, Bruce 2617, Australia", Bruce 2617,COLLEGE STREET (RADFORD COLLEGE ACCESS -> HAYDON),1123391,13/11/2015,2015,November,15:15,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.279468, 149.135703",-35.279468,149.135703,"Australian Capital Territory, Ainslie Avenue, Reid 2612, Australia", Reid 2612,AINSLIE/COOYONG INTERSECTION,1200270,31/01/2019,2019,January,14:40,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.282494, 149.130685",-35.282494,149.130685,"Australian Capital Territory, Theatre Lane, City 2601, Australia", City 2601,THEATRE LANE (LONDON -> THEATRE (END)),1221751,13/06/2019,2019,June,14:15,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.33198, 149.128362",-35.33198,149.128362,"Canberra Senior Grammar School Golden Grove (School Services Only), Australian Capital Territory, Golden Grove, Red Hill 2603, Australia", Red Hill 2603,GOLDEN GROVE (MONARO -> HICKS),1130524,29/01/2015,2015,January,16:54,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.34144, 149.047114",-35.34144,149.047114,"Australian Capital Territory, Williamson Street, Holder 2611, Australia", Holder 2611,WILLIAMSON STREET (SHEAFFE -> HINDMARSH),1079490,18/08/2013,2013,August,12:30,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.355651, 149.048629",-35.355651,149.048629,"Streeton Drive after Namatjira Drive, Australian Capital Territory, Streeton Drive, Chapman 2611, Australia", Chapman 2611,STREETON DRIVE (FREMANTLE -> NAMATJIRA),1051926,28/10/2012,2012,October,06:30,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.454008, 149.097555",-35.454008,149.097555,"Australian Capital Territory, Freeman Street, Conder 2906, Australia", Conder 2906,FREEMAN STREET (PURVES -> FREEMAN),1127724,23/08/2015,2015,August,11:30,Morning,Struck pedestrian (Off Road),Property Damage Only,1,0
"-35.341435, 149.052288",-35.341435,149.052288,"Weston Creek Centre, Weston Asian Grocery, Australian Capital Territory, Brierly Street, Weston 2611, Australia", Weston 2611,BRIERLY STREET (PARKINSON -> TRENERRY),1143666,12/09/2016,2016,September,15:00,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.277406, 149.130811",-35.277406,149.130811,"Australian Capital Territory, Mort Street, City 2601, Australia", City 2601,BUNDA/MORT INTERSECTION,1134437,06/05/2016,2016,May,12:38,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.35245, 149.085457",-35.35245,149.085457,"Commonwealth Motors, Australian Capital Territory, 158 Melrose Drive, Phillip 2606, Australia", Phillip 2606,MELROSE DRIVE (PARRAMATTA -> EGGLESTON),1091542,26/07/2014,2014,July,00:55,Night,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.278543, 149.130627",-35.278543,149.130627,"City Bus Station, Australian Capital Territory, Alinga Street, City 2601, Australia", City 2601,ALINGA/CITY/EAST/MORT INTERSECTION,1053739,23/01/2013,2013,January,08:58,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.173746, 149.110551",-35.173746,149.110551,"Australian Capital Territory, Arabanoo Crescent, Ngunnawal 2913, Australia", Ngunnawal 2913,ARABANOO CRESCENT (WALGA -> WELLINGTON),1136085,28/05/2016,2016,May,15:30,Afternoon,Struck pedestrian (Off Road),Fatal,1,1
"-35.403489, 149.13005",-35.403489,149.13005,"Australian Capital Territory, Merriman Crescent, Macarthur 2904, Australia", Macarthur 2904,MACKNIGHT/MERRIMAN INTERSECTION,1028560,11/02/2012,2012,February,17:00,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.314969, 149.141042",-35.314969,149.141042,"Westpac, Australian Capital Territory, Giles Street, Kingston 2604, Australia", Kingston 2604,GILES STREET (TENCH -> JARDINE),1083540,27/03/2014,2014,March,19:50,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.328145, 149.142419",-35.328145,149.142419,"Soi-8 Thai on Griffith, Australian Capital Territory, 8 Barker Street, Griffith 2603, Australia", Griffith 2603,BARKER STREET (STUART -> THROSBY),1060764,30/04/2013,2013,April,13:00,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.238335, 149.067477",-35.238335,149.067477,"Australian Capital Territory, Benjamin Way, Belconnen 2617, Australia", Belconnen 2617,BENJAMIN WAY (CHANDLER -> SWANSON),1096136,30/09/2014,2014,September,10:30,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.348944, 149.088871",-35.348944,149.088871,"FSW Shoe Warehouse, Australian Capital Territory, Hindmarsh Drive, Phillip 2606, Australia", Phillip 2606,HINDMARSH DRIVE (CALLAM -> BOTANY),1135496,20/05/2016,2016,May,17:00,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.355936, 149.075251",-35.355936,149.075251,"Macfarland Crescent after Waldock Street, Australian Capital Territory, MacFarland Crescent, Chifley 2606, Australia", Chifley 2606,MACFARLAND/WALDOCK INTERSECTION,1053720,21/11/2012,2012,November,18:45,Evening,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.277135, 149.129453",-35.277135,149.129453,"Australian Capital Territory, unnamed road, City 2601, Australia", City 2601,BUNDA/NORTHBOURNE/RUDD INTERSECTION,1130528,09/02/2015,2015,February,16:08,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.279774, 149.130474",-35.279774,149.130474,"Australian Capital Territory, East Row, City 2601, Australia", City 2601,EAST/LONDON INTERSECTION,1113578,21/06/2015,2015,June,01:45,Night,Struck pedestrian (On Road),Injury,1,1
"-35.222097, 149.015606",-35.222097,149.015606,"Australian Capital Territory, Laycock Place, Holt 2615, Australia", Holt 2615,LAYCOCK PLACE (PICKWORTH -> LAYCOCK),1113005,04/06/2015,2015,June,21:20,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.197901, 149.121701",-35.197901,149.121701,"Koscuiszko Avenue Palmerston Public School, Australian Capital Territory, Kosciuszko Avenue, Palmerston 2913, Australia", Palmerston 2913,KOSCIUSZKO AVENUE (TIPTREE -> TINDERRY),1072866,19/10/2013,2013,October,20:00,Evening,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.184858, 149.130785",-35.184858,149.130785,"Gungahlin Public Library, Australian Capital Territory, Hibberson Street, Gungahlin 2912, Australia", Gungahlin 2912,HIBBERSON/GRIBBLE INTERSECTION,1141527,04/08/2016,2016,August,09:25,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.392374, 149.06867",-35.392374,149.06867,"Australian Capital Territory, O'Halloran Circuit, Kambah 2902, Australia", Kambah 2902,O'HALLORAN CIRCUIT (DRAKEFORD / SUMMERLAND -> JENKE),1100406,03/12/2014,2014,December,14:53,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.277951, 149.132594",-35.277951,149.132594,"Westpac, Australian Capital Territory, Bunda Street, City 2601, Australia", City 2601,BUNDA STREET (GAREMA -> GENGE),1082146,14/03/2014,2014,March,20:50,Evening,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.419552, 149.116856",-35.419552,149.116856,"Australian Capital Territory, Wolstenholme Street, Chisholm 2905, Australia", Chisholm 2905,WOLSTENHOLME STREET SERVICE ROAD (N) (WOLSTENHOLME -> GIBBONS),1152328,12/12/2016,2016,December,08:15,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.240502, 149.067479",-35.240502,149.067479,"Australian Capital Territory, ABS House, 45 Benjamin Way, Belconnen 2617, Australia", Belconnen 2617,BENJAMIN WAY (JOYNTON SMITH / BELCONNEN BUSWAY -> CAMERON / CHAN),1193384,17/09/2018,2018,September,18:10,Evening,Struck pedestrian (On Road),Injury,1,0
"-35.257384, 149.069091",-35.257384,149.069091,"Australian Capital Territory, Dexter Street, Cook 2614, Australia", Cook 2614,DEXTER STREET (SEXTON -> DUGDALE),1057313,12/10/2012,2012,October,16:25,Afternoon,Struck pedestrian (On Road),Fatal,1,1
"-35.189022, 149.151287",-35.189022,149.151287,"Australian Capital Territory, De Bortoli Street, Harrison 2912, Australia", Harrison 2912,DE BORTOLI/FARRAN INTERSECTION,1074786,12/05/2013,2013,May,10:45,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.238169, 149.067477",-35.238169,149.067477,"Australian Capital Territory, Benjamin Way, Belconnen 2617, Australia", Belconnen 2617,BENJAMIN WAY (CHANDLER -> SWANSON),1143571,09/09/2016,2016,September,15:28,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.279355, 149.127692",-35.279355,149.127692,"Indian Accent, Australian Capital Territory, West Row, City 2601, Australia", City 2601,LONDON/WEST INTERSECTION,1128443,14/01/2016,2016,January,14:50,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.332705, 149.154128",-35.332705,149.154128,"Narrabundah IGA, Australian Capital Territory, Iluka Street, Narrabundah 2604, Australia", Narrabundah 2604,ILUKA STREET (KOOTARA -> BOOLIMBA),1057061,25/10/2012,2012,October,14:50,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.415914, 149.064016",-35.415914,149.064016,"Southern Cross Stadium, Australian Capital Territory, Pitman Street, Greenway 2900, Australia", Greenway 2900,PITMAN STREET (ATHLLON / ROWLAND REES -> HOLWELL),1149369,08/12/2016,2016,December,19:30,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.248265, 149.134115",-35.248265,149.134115,"Australian Capital Territory, Mouat Street, Dickson 2602, Australia", Dickson 2602,ANTILL/MOUAT/NORTHBOURNE INTERSECTION,1097673,16/10/2014,2014,October,10:20,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.262262, 149.145279",-35.262262,149.145279,"Ainslie Shops, Ainslie Cellars, Australian Capital Territory, 7 Edgar Street, Ainslie 2602, Australia", Ainslie 2602,EDGAR STREET (WAKEFIELD -> O'CONNELL),1098893,05/01/2014,2014,January,11:25,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.275935, 149.131163",-35.275935,149.131163,"Australian Capital Territory, Cooyong Street, City 2601, Australia", City 2601,COOYONG/MORT INTERSECTION,1029600,18/02/2012,2012,February,21:28,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.27896, 149.129158",-35.27896,149.129158,"Australian Capital Territory, Melbourne Building, Northbourne Avenue, City 2601, Australia", City 2601,NORTHBOURNE AVENUE (LONDON -> ALINGA),1057147,11/02/2012,2012,February,23:32,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.252512, 149.069691",-35.252512,149.069691,"Australian Capital Territory, Bowman Street, Macquarie 2614, Australia", Macquarie 2614,BOWMAN/JAMISON CENTRE E INTERSECTION,1210896,04/07/2019,2019,July,15:05,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.160807, 149.135306",-35.160807,149.135306,"Australian Capital Territory, Stanner Circuit, Bonner 2914, Australia", Bonner 2914,STANNER/HANNAH WITTON (SE) INTERSECTION,1054719,08/02/2013,2013,February,15:30,Afternoon,Struck pedestrian (Off Road),Injury,1,1
"-35.248265, 149.134115",-35.248265,149.134115,"Australian Capital Territory, Mouat Street, Dickson 2602, Australia", Dickson 2602,ANTILL/MOUAT/NORTHBOURNE INTERSECTION,1078683,05/01/2014,2014,January,18:10,Evening,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.216872, 149.067489",-35.216872,149.067489,"Australian Capital Territory, Read Place, Evatt 2617, Australia", Evatt 2617,READ PLACE (FITZHARDINGE -> READ),1100463,02/12/2014,2014,December,08:20,Morning,Struck pedestrian (Off Road),Property Damage Only,1,0
"-35.243, 149.073687",-35.243,149.073687,"Australian Capital Territory, Eastern Valley Way, Belconnen 2617, Australia", Belconnen 2617,COLLEGE/EASTERN VALLEY INTERSECTION,1149546,12/12/2016,2016,December,17:45,Afternoon,Right turn into oncoming vehicle,Injury,1,1
"-35.277113, 149.129254",-35.277113,149.129254,"Australian Capital Territory, Northbourne Avenue, City 2601, Australia", City 2601,BUNDA/NORTHBOURNE/RUDD INTERSECTION,1144495,13/09/2016,2016,September,10:10,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.275762, 149.129574",-35.275762,149.129574,"Australian Capital Territory, Barry Drive, Turner 2612, Australia", Turner 2612,BARRY/COOYONG/NORTHBOURNE INTERSECTION,1039925,08/05/2012,2012,May,19:21,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.279412, 149.133513",-35.279412,149.133513,"Raku Japanese Bar & Restaurant, Australian Capital Territory, Bunda Street, City 2601, Australia", City 2601,BUNDA STREET (AINSLIE -> PETRIE),1064774,21/06/2013,2013,June,21:10,Evening,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.319097, 149.133127",-35.319097,149.133127,"Australian Capital Territory, Furneaux Street, Griffith 2603, Australia", Griffith 2603,FURNEAUX/MANUKA INTERSECTION,1043588,25/08/2012,2012,August,09:10,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.349011, 149.088312",-35.349011,149.088312,"Australian Capital Territory, Hindmarsh Drive, Phillip 2606, Australia", Phillip 2606,BOTANY/HINDMARSH INTERSECTION,1039982,16/07/2012,2012,July,15:15,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.259572, 149.123401",-35.259572,149.123401,"Australian Capital Territory, Macarthur Avenue, O'Connor 2602, Australia", O'Connor 2602,MACARTHUR AVENUE (HOVEA -> PEDDER),1129937,11/01/2016,2016,January,17:35,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.364231, 149.094256",-35.364231,149.094256,"Credence Accounting, Australian Capital Territory, Mawson Drive, Mawson 2607, Australia", Mawson 2607,MAWSON DRIVE (MAWSON -> HEARD),1049109,09/11/2012,2012,November,08:20,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.277635, 149.131869",-35.277635,149.131869,"WILMA, Australian Capital Territory, Bunda Street, City 2601, Australia", City 2601,BUNDA STREET (GENGE -> MURULLA),1072173,20/09/2013,2013,September,13:15,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.325769, 149.166889",-35.325769,149.166889,"Harvey Norman, Australian Capital Territory, Barrier Street, Fyshwick 2609, Australia", Fyshwick 2609,BARRIER STREET (IPSWICH -> PIRIE),1080411,17/02/2014,2014,February,14:20,Afternoon,Struck pedestrian (Off Road),Property Damage Only,1,0
"-35.193652, 149.125262",-35.193652,149.125262,"Australian Capital Territory, Mainwaring Rich Circuit, Palmerston 2913, Australia", Palmerston 2913,MAINWARING RICH CIRCUIT (FLORA -> MAINWARING RICH),1073384,09/02/2013,2013,February,19:15,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.278067, 149.126379",-35.278067,149.126379,"Australian Capital Territory, Ernst & Young, 121 Marcus Clarke Street, City 2601, Australia", City 2601,ALINGA/MARCUS CLARKE INTERSECTION,1129178,24/02/2016,2016,February,16:20,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.443581, 149.112317",-35.443581,149.112317,"Australian Capital Territory, O'Connor Circuit, Calwell 2905, Australia", Calwell 2905,O'CONNOR CIRCUIT (PHILLIPSON -> IEVERS),1130648,14/03/2015,2015,March,11:38,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.245717, 149.095277",-35.245717,149.095277,"Australian Capital Territory, 9 Watkin Street, Bruce 2617, Australia", Bruce 2617,BATTYE/WATKIN INTERSECTION,1114525,30/05/2015,2015,May,14:55,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.341776, 149.052288",-35.341776,149.052288,"Masala Hut, Weston Creek Centre, Australian Capital Territory, Brierly Street, Weston 2611, Australia", Weston 2611,BRIERLY STREET (PARKINSON -> TRENERRY),1047758,26/10/2012,2012,October,18:00,Evening,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.354768, 149.091489",-35.354768,149.091489,"Athllon Drive 2nd after Hindmarsh Drive, Australian Capital Territory, Athllon Drive, Phillip 2606, Australia", Phillip 2606,PARRAMATTA/ATHLLON INTERSECTION,1145041,07/10/2016,2016,October,08:45,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.457657, 149.102602",-35.457657,149.102602,"Australian Capital Territory, Russell Drysdale Crescent, Conder 2906, Australia", Conder 2906,RUSSELL DRYSDALE CRESCENT (HANDASYDE -> HANDASYDE),1051952,20/12/2012,2012,December,07:00,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.319931, 149.131241",-35.319931,149.131241,"Australian Capital Territory, Bougainville Street, Forrest 2603, Australia", Forrest 2603,BOUGAINVILLE/FURNEAUX INTERSECTION,1029619,02/03/2012,2012,March,11:40,Morning,Right angle collision,Injury,1,1
"-35.348621, 149.105789",-35.348621,149.105789,"Australian Capital Territory, Hindmarsh Drive, O'Malley 2606, Australia", O'Malley 2606,HINDMARSH DRIVE (TAMAR -> TYAGARAH),1150667,26/12/2016,2016,December,17:25,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.278534, 149.130342",-35.278534,149.130342,"City Bus Station, Australian Capital Territory, Alinga Street, City 2601, Australia", City 2601,ALINGA STREET (VERITY -> CITY / EAST / MORT),1138255,30/06/2016,2016,June,12:50,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.188503, 149.158858",-35.188503,149.158858,"Australian Capital Territory, Anchorage Street, Harrison 2914, Australia", Harrison 2914,ANCHORAGE STREET (CEDAR -> BRUMBY),1203861,27/03/2019,2019,March,15:50,Afternoon,Struck pedestrian (Off Road),Injury,1,1
"-35.157161, 149.137146",-35.157161,149.137146,"Australian Capital Territory, Peter Coppin Street, Bonner 2914, Australia", Bonner 2914,PETER COPPIN STREET (CLANCY MCKENNA -> IRINYILI),1210046,25/06/2019,2019,June,09:05,Morning,Struck pedestrian (Off Road),Injury,1,1
"-35.199627, 149.034406",-35.199627,149.034406,"Australian Capital Territory, Cartwright Street, Charnwood 2615, Australia", Charnwood 2615,CARTWRIGHT STREET (KERR -> CLAMBE),1108216,28/03/2015,2015,March,09:00,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.359373, 149.101935",-35.359373,149.101935,"Australian Capital Territory, Debenham Street, Mawson 2607, Australia", Mawson 2607,DEBENHAM STREET (HANNAM -> MERTZ),1050490,28/11/2012,2012,November,17:47,Afternoon,Struck pedestrian (On Road),Injury,1,0
"-35.464535, 149.106279",-35.464535,149.106279,"Australian Capital Territory, Tom Roberts Avenue, Conder 2906, Australia", Conder 2906,TOM ROBERTS AVENUE (BEAUMARIS -> TEMPLESTOWE),1104731,09/01/2015,2015,January,15:10,Afternoon,Struck pedestrian (On Road),Injury,1,1
